matrix,block_list
"[[-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, -1, -1, 1, 1, -1], [-1, 1, 1, 1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, -1, -1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, -1, -1]]","[12, 16, 16]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 32, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, -1, 1, -1, 1, -1, -1, -1], [1, -1, 1, -1, 1, 1, -1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, -1], [1, -1, 1, -1, 1, 1, -1, 1]]","[22, 22, 38]"
"[[-1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, 1, 1, 1, 1]]","[17, 17, 8]"
"[[-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 4]"
"[[-1, 1, -1, 2, -1, -1, -1, -1], [-1, 3, 2, 7, 7, 7, 7, 1], [3, 6, 6, -1, 3, 7, 7, 1], [6, 6, 3, -1, 4, 7, 7, 3], [4, 4, 4, -1, 4, 7, 7, 2], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 3, 1, 6, 6, 2, 4, 2], [3, -1, 1, 6, 2, 2, 4, 2]]","[11, 22, 34]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, -1, -1, -1, 1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1]]","[21, 22, 34]"
"[[1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1]]","[15, 36, 38]"
"[[1, -1, -1, -1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, -1, 1, 1], [1, 1, -1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, -1, -1, -1, 1]]","[22, 24, 30]"
"[[-1, -1, -1, -1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, -1]]","[11, 23, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 12, 22]"
"[[-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, -1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, -1], [-1, -1, 1, 1, -1, -1, 1, 1]]","[13, 36, 7]"
"[[-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 22, 35]"
"[[-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, 1, -1, -1]]","[11, 17, 28]"
"[[-1, 1, -1, -1, 1, 1, -1, -1], [1, -1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1]]","[28, 42, 9]"
"[[-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 23, 27]"
"[[-1, -1, -1, -1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1]]","[21, 3, 3]"
"[[-1, 1, 1, -1, 1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, -1, 1, 1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, -1, -1, 1, 1]]","[22, 23, 23]"
"[[-1, -1, 1, -1, -1, -1, -1, -1], [-1, 1, 1, -1, 1, 1, 1, -1], [1, 1, -1, -1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[12, 22, 41]"
"[[1, 1, 1, 1, -1, 2, 6, 2], [3, 3, 3, 3, -1, 2, 6, 2], [1, 1, 1, 7, -1, 2, 6, 2], [3, 3, 3, 7, -1, 4, 6, 3], [3, -1, 3, 4, -1, 4, 6, 2], [4, 3, 3, 4, -1, 4, -1, -1], [-1, 4, 4, -1, -1, 2, -1, -1], [-1, -1, -1, 2, -1, -1, -1, -1]]","[18, 36, 8]"
"[[1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, 1, 1, 1, 1, -1]]","[13, 17, 22]"
"[[1, 1, 1, 1, -1, 1, -1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, -1, -1, 1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, 1, 1], [-1, -1, -1, 1, 1, -1, 1, 1]]","[29, 30, 35]"
"[[-1, -1, 1, 1, 1, -1, -1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, -1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, 1, -1, 1]]","[22, 26, 29]"
"[[1, -1, -1, -1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, -1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, -1]]","[13, 21, 36]"
"[[1, 7, 2, 1, 2, -1, -1, -1], [-1, -1, -1, -1, -1, -1, 1, 7], [7, 2, 2, 7, -1, -1, 2, -1], [1, 2, 7, 2, -1, -1, -1, -1], [1, 2, 7, 1, -1, -1, -1, 7], [7, 1, 7, 7, 1, 2, -1, 7], [2, 7, 7, 1, 1, 1, 7, -1], [-1, 1, 2, -1, 1, 1, 1, 1]]","[11, 11, 36]"
"[[1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, 1]]","[11, 17, 24]"
"[[-1, 1, 1, -1, -1, -1, -1, -1], [-1, 4, 4, 6, 4, -1, 4, 1], [6, -1, 1, 1, 4, -1, 5, 5], [4, 1, 1, 1, 6, -1, 5, 5], [4, 4, 2, 4, 1, -1, 5, 5], [6, 2, 2, 1, 1, -1, 5, 5], [6, 6, 2, 1, 3, -1, 5, 5], [-1, 6, -1, -1, -1, -1, 5, 5]]","[11, 17, 7]"
"[[1, 1, -1, 1, 1, -1, -1, -1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, 1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[22, 3, 3]"
"[[1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [7, 1, 1, 1, 21, 21, 21, -1], [21, 1, 1, 1, 21, 1, 1, -1], [3, 1, 1, 1, 21, 1, 1, -1], [3, 21, 21, 21, 4, 4, 4, -1], [3, 21, 21, 21, 4, 4, 4, -1], [3, 21, 21, 21, 4, 4, 4, -1]]","[11, 22, 35]"
"[[1, 1, 6, 6, 6, 6, 6, -1], [1, 1, 6, 6, 6, 6, 6, -1], [1, 1, 6, 6, 6, 6, 6, -1], [-1, 1, 6, 6, 6, 6, 6, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 24]"
"[[-1, 2, 2, 2, 2, 2, 2, 2], [-1, 2, 2, 2, 2, 2, 2, -1], [2, -1, 2, 2, 2, 2, -1, -1], [-1, -1, -1, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [-1, -1, 2, 2, 2, 2, 2, 2], [2, -1, 2, -1, 2, 2, -1, 2], [-1, -1, 2, -1, -1, -1, 2, -1]]","[10, 32, 8]"
"[[-1, -1, -1, -1, -1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, -1, 1, -1, 1, -1, 1]]","[11, 21, 42]"
"[[1, -1, 1, -1, 1, -1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, -1, -1]]","[23, 32, 8]"
"[[-1, -1, -1, -1, 1, 1, 1, -1], [5, -1, 2, -1, -1, -1, -1, -1], [5, 5, -1, 2, -1, 1, 1, 1], [6, 5, -1, 6, 1, 1, 1, 1], [-1, 6, 1, 1, 2, 2, 1, 2], [-1, 6, -1, 2, 2, 2, 1, 4], [6, 6, 2, -1, 2, 6, 4, 4], [-1, 6, 6, 6, 6, 6, 2, 4]]","[16, 26, 33]"
"[[1, -1, -1, 2, 3, 21, 21, 21], [5, -1, 3, 2, 1, 1, 1, 21], [5, -1, 1, 2, 2, 2, 1, 21], [-1, -1, 7, 7, 7, 6, -1, 1], [-1, -1, 1, -1, 7, -1, 6, -1], [7, -1, 3, 1, 7, -1, -1, -1], [7, -1, 4, 4, -1, 3, 3, 1], [7, -1, 7, -1, -1, -1, -1, -1]]","[31, 33, 36]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 5, 5, 5], [-1, -1, 1, 1, 1, 5, 5, 5], [4, -1, 1, 1, 1, 5, 5, 5], [4, 7, -1, 7, 7, 7, 7, 7], [4, 7, -1, 1, 1, 1, 1, 1], [4, 7, -1, 5, 5, 5, 5, 5], [4, 7, -1, 4, 4, 4, 4, 4]]","[11, 25, 7]"
"[[1, -1, -1, 1, -1, 1, -1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 13, 7]"
"[[-1, 1, 1, 1, -1, 1, -1, 1], [-1, 1, 1, -1, 1, 1, -1, 1], [1, -1, -1, -1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1]]","[14, 17, 33]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[3, 3, 30]"
"[[-1, -1, -1, 1, 1, 1, -1, -1], [-1, -1, -1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, 1, -1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1]]","[13, 39, 40]"
"[[1, 1, 4, 4, -1, 3, 1, 3], [1, 1, 3, 3, -1, 1, 1, 1], [1, 1, 3, 3, -1, 7, 7, 7], [4, 4, 3, 3, -1, 7, 7, 7], [4, 4, 7, 7, -1, 7, 7, 7], [2, 2, 2, 2, -1, 4, 4, 4], [2, 2, 2, 2, -1, 4, 4, 4], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 3]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [21, 21, 21, 21, 21, 21, -1, -1], [21, 21, 21, 21, 21, 21, 21, -1], [21, 21, 21, 21, 21, 21, 21, -1], [-1, 21, 21, 21, 21, 21, 21, 21], [-1, 21, 21, 21, 21, 21, 21, 21], [-1, 21, 21, 21, 21, 21, 21, 21], [-1, 21, 21, 21, 21, 21, 21, 21]]","[36, 37, 6]"
"[[-1, -1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, -1, -1, -1], [-1, -1, -1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1]]","[11, 21, 35]"
"[[-1, 1, 1, 1, 1, 1, 1, 3], [-1, 1, 1, 1, 1, 1, 1, 3], [-1, 1, 1, 1, 1, 1, 1, 3], [-1, 1, 1, 1, 1, 1, 3, -1], [1, 1, 1, 3, 3, 3, 3, -1], [1, 1, 1, 3, 3, 3, 3, -1], [1, 1, 1, 3, 3, 3, 3, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 22, 7]"
"[[-1, 1, 1, 1, 1, 1, 1, 3], [-1, 3, 1, 2, -1, 2, 3, 1], [-1, -1, 1, 3, 3, 3, 1, 3], [1, -1, 3, 3, 2, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [4, 4, 4, 2, 2, 3, -1, -1], [2, 2, 2, 2, 2, 1, 2, -1], [3, 2, 2, 2, 2, -1, -1, -1]]","[22, 23, 30]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 21, 22]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[22, 3, 8]"
"[[1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[22, 3, 3]"
"[[1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [-1, -1, -1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, -1, 1, 1, 1, 1, 1, -1], [1, -1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1]]","[12, 17, 32]"
"[[-1, -1, -1, -1, -1, -1, -1, 1], [6, 6, 6, -1, -1, -1, 1, 1], [2, 2, 2, 2, 2, 2, 1, -1], [2, 2, 2, 2, 2, 2, 6, -1], [2, 2, 2, 2, 2, 2, 6, -1], [1, 1, 1, 6, 6, 6, 6, -1], [1, 1, 1, 6, 6, 6, 6, -1], [1, 1, 1, 6, 6, 6, 6, -1]]","[7, 7, 8]"
"[[-1, -1, -1, -1, 1, 1, 1, 1], [1, 1, -1, -1, 1, 1, -1, -1], [1, 1, 1, -1, 1, -1, -1, 1], [1, 1, 1, -1, 1, 1, 1, -1], [-1, -1, -1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, -1, 1, 1, 1], [-1, 1, 1, -1, 1, 1, 1, 1]]","[13, 14, 24]"
"[[1, -1, -1, 1, 1, 1, -1, 1], [1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, -1, 1]]","[12, 28, 30]"
"[[1, 1, 1, 1, -1, -1, -1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, 1, -1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, -1, -1, 1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, 1]]","[12, 36, 42]"
"[[-1, 1, 1, 1, 1, 1, 2, 2], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 4, 4, 4, 4, 5, 5, 5], [-1, 4, 7, 7, 7, 4, 4, 4], [-1, 4, 4, 4, 7, 4, 4, 4], [-1, 7, 7, 7, 7, 6, 6, 6], [-1, 5, 5, 5, 2, 6, 6, 6], [-1, 1, 1, 2, 6, 6, 6, 6]]","[11, 22, 3]"
"[[-1, -1, -1, 1, -1, 1, 1, 1], [1, -1, 1, -1, -1, -1, -1, 1], [1, -1, 1, -1, -1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, -1]]","[12, 22, 28]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, -1, 1, 7, 1, 1, 1], [-1, 6, -1, 6, 7, 1, 1, 1], [-1, 6, 2, 6, 7, 7, 1, 1], [-1, 6, 2, 6, 6, 6, 1, 1], [-1, 3, 2, 3, 6, 6, 1, 1], [-1, 3, 2, 3, 6, 6, 7, 7], [-1, 3, 2, 3, 3, 3, 7, 7]]","[11, 21, 22]"
"[[-1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, -1, 1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, -1]]","[11, 36, 9]"
"[[1, -1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, -1, 1], [1, 1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1]]","[32, 7, 8]"
"[[-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 11, 13]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, 7, 3, 3, 4, 4], [3, 3, -1, 7, 7, 2, 2, 4], [-1, 4, -1, 7, 2, 4, 3, 4], [-1, -1, -1, 3, 2, 4, 3, 4], [-1, 2, -1, 3, 3, 4, 3, 4], [4, 2, -1, 3, 3, 4, -1, 3], [2, 2, -1, -1, -1, -1, 2, -1]]","[12, 20, 7]"
"[[-1, 1, -1, -1, 1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, -1, -1, 1, 1]]","[13, 31, 33]"
"[[-1, 1, -1, -1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, -1, -1, -1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1]]","[30, 33, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[22, 3, 37]"
"[[1, 1, 1, 1, 1, -1, 4, -1], [1, 6, 1, 1, 1, 1, 1, -1], [1, 6, 7, 7, 6, 1, 7, -1], [7, 7, 7, 5, 6, 6, 6, -1], [7, 7, 7, 5, 5, 5, 7, -1], [5, 5, 5, 2, 2, 2, 6, -1], [5, 5, 5, 2, 2, 2, 6, -1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[2, 22, 5]"
"[[21, 21, 21, 21, 21, 21, -1, -1], [21, 21, 21, 21, 2, 2, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [2, 1, 1, 1, 1, 1, 1, -1], [2, 1, 1, 1, 1, 1, 1, -1], [2, 21, 21, 21, 1, 1, 1, -1], [21, 21, 21, 21, 21, 1, 1, -1], [3, 3, 3, 3, 3, 1, 1, -1]]","[7, 7, 9]"
"[[1, 1, 1, 4, 4, 4, -1, -1], [1, 1, 1, 4, 4, 4, -1, -1], [1, 1, 1, 4, 4, 4, -1, -1], [-1, -1, -1, -1, -1, -1, -1, 3], [7, 3, 3, 3, 3, 3, -1, 2], [7, 2, 2, 2, 2, 2, -1, 2], [7, 3, 3, 3, 3, 3, -1, 2], [7, 7, 7, 7, 7, 7, -1, 2]]","[11, 22, 36]"
